data_point_id,esrs_standard,metric_code,metric_name,value,unit,period,source,quality_score
DP-DQ-005,ESRS2,DQ-E4,E4 Biodiversity data quality,0.88,score,2025-FY,data_quality_profiler,0.95
DP-DQ-006,ESRS2,DQ-E5,E5 Circular economy data quality,0.92,score,2025-FY,data_quality_profiler,0.97
DP-DQ-007,ESRS2,DQ-S1,S1 Own workforce data quality,0.97,score,2025-FY,data_quality_profiler,0.99
DP-DQ-008,ESRS2,DQ-S2,S2 Value chain workers data quality,0.90,score,2025-FY,data_quality_profiler,0.95
DP-DQ-009,ESRS2,DQ-S3,S3 Communities data quality,0.88,score,2025-FY,data_quality_profiler,0.94
DP-DQ-010,ESRS2,DQ-S4,S4 Consumers data quality,0.92,score,2025-FY,data_quality_profiler,0.96
DP-DQ-011,ESRS2,DQ-G1,G1 Business conduct data quality,0.96,score,2025-FY,data_quality_profiler,0.99
DP-DQ-012,ESRS2,DQ-COMPLETENESS,Data completeness rate,94.00,%,2025-FY,data_quality_profiler,0.98
DP-DQ-013,ESRS2,DQ-ACCURACY,Data accuracy rate,91.00,%,2025-FY,data_quality_profiler,0.95
DP-DQ-014,ESRS2,DQ-TIMELINESS,Data timeliness rate,96.00,%,2025-FY,data_quality_profiler,0.97
DP-DQ-015,ESRS2,DQ-CONSISTENCY,Data consistency rate,93.00,%,2025-FY,data_quality_profiler,0.96
DP-MAT-001,ESRS2,MAT-E1,E1 Climate Change materiality score - impact,4.50,score_1to5,2025-FY,materiality_assessment,0.90
DP-MAT-002,ESRS2,MAT-E1-FIN,E1 Climate Change materiality score - financial,4.20,score_1to5,2025-FY,materiality_assessment,0.88
DP-MAT-003,ESRS2,MAT-E2,E2 Pollution materiality score - impact,3.80,score_1to5,2025-FY,materiality_assessment,0.88
DP-MAT-004,ESRS2,MAT-E2-FIN,E2 Pollution materiality score - financial,3.20,score_1to5,2025-FY,materiality_assessment,0.85
DP-MAT-005,ESRS2,MAT-E3,E3 Water materiality score - impact,3.50,score_1to5,2025-FY,materiality_assessment,0.87
DP-MAT-006,ESRS2,MAT-E3-FIN,E3 Water materiality score - financial,2.80,score_1to5,2025-FY,materiality_assessment,0.84
DP-MAT-007,ESRS2,MAT-E4,E4 Biodiversity materiality score - impact,2.50,score_1to5,2025-FY,materiality_assessment,0.82
DP-MAT-008,ESRS2,MAT-E4-FIN,E4 Biodiversity materiality score - financial,2.00,score_1to5,2025-FY,materiality_assessment,0.80
DP-MAT-009,ESRS2,MAT-E5,E5 Circular Economy materiality score - impact,4.00,score_1to5,2025-FY,materiality_assessment,0.89
DP-MAT-010,ESRS2,MAT-E5-FIN,E5 Circular Economy materiality score - financial,3.50,score_1to5,2025-FY,materiality_assessment,0.86
DP-MAT-011,ESRS2,MAT-S1,S1 Own Workforce materiality score - impact,4.20,score_1to5,2025-FY,materiality_assessment,0.90
DP-MAT-012,ESRS2,MAT-S1-FIN,S1 Own Workforce materiality score - financial,3.80,score_1to5,2025-FY,materiality_assessment,0.88
DP-MAT-013,ESRS2,MAT-S2,S2 Value Chain Workers materiality score - impact,3.50,score_1to5,2025-FY,materiality_assessment,0.85
DP-MAT-014,ESRS2,MAT-S2-FIN,S2 Value Chain Workers materiality score - financial,3.00,score_1to5,2025-FY,materiality_assessment,0.83
DP-MAT-015,ESRS2,MAT-S3,S3 Communities materiality score - impact,2.80,score_1to5,2025-FY,materiality_assessment,0.82
DP-MAT-016,ESRS2,MAT-S3-FIN,S3 Communities materiality score - financial,2.20,score_1to5,2025-FY,materiality_assessment,0.80
DP-MAT-017,ESRS2,MAT-S4,S4 Consumers materiality score - impact,3.20,score_1to5,2025-FY,materiality_assessment,0.85
DP-MAT-018,ESRS2,MAT-S4-FIN,S4 Consumers materiality score - financial,3.00,score_1to5,2025-FY,materiality_assessment,0.83
DP-MAT-019,ESRS2,MAT-G1,G1 Business Conduct materiality score - impact,4.00,score_1to5,2025-FY,materiality_assessment,0.90
DP-MAT-020,ESRS2,MAT-G1-FIN,G1 Business Conduct materiality score - financial,3.80,score_1to5,2025-FY,materiality_assessment,0.88
DP-PROV-001,ESRS2,PROV-HASH,Provenance hash of current dataset,1.00,boolean,2025-FY,system_generated,1.00
DP-PROV-002,ESRS2,PROV-RECORDS,Total data points in dataset,500.00,count,2025-FY,system_generated,1.00
DP-PROV-003,ESRS2,PROV-SOURCES,Distinct data sources,28.00,count,2025-FY,system_generated,1.00
DP-PROV-004,ESRS2,PROV-AVG-QUALITY,Average data quality score,0.93,score,2025-FY,data_quality_profiler,0.98
DP-PROV-005,ESRS2,PROV-STANDARDS,ESRS standards covered,12.00,count,2025-FY,system_generated,1.00
DP-PROV-006,ESRS2,PROV-TIMESTAMP,Dataset generation timestamp,20260314.00,YYYYMMDD,2025-FY,system_generated,1.00
