import_id,entity_id,entity_name,import_date,cn_code,goods_description,goods_category,country_of_origin,supplier_id,supplier_name,installation_id,production_route,quantity_tonnes,value_eur,emission_intensity_tco2e_per_t,total_emissions_tco2e,calculation_method,carbon_price_paid_eur_per_t,customs_declaration_ref,bill_of_lading_ref
IMP-2026-0178,EURO-GROUP-001,EuroSteel Group GmbH,2026-09-30,7210,Coated flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,340.0,306000.00,2.05,697.00,actual,0.00,CUS-DE-2026-000127,BL-HAM-2026-0127
IMP-2026-0179,NORD-STAHL-001,NordStahl Handel GmbH,2026-09-30,7308,Structures and parts steel,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,330.0,297000.00,2.50,825.00,actual,0.00,CUS-DE-2026-000128,BL-HAM-2026-0128
IMP-2026-0180,ALPINE-METAL-001,AlpineMetal AG,2026-09-30,7616 10 00,Aluminium nails tacks screws,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,40.0,80000.00,12.50,500.00,actual,8.50,CUS-AT-2026-000052,BL-VIE-2026-0052
IMP-2026-0181,EURO-GROUP-001,EuroSteel Group GmbH,2026-10-01,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,520.0,390000.00,1.95,1014.00,actual,0.00,CUS-DE-2026-000129,BL-HAM-2026-0129
IMP-2026-0182,EURO-GROUP-001,EuroSteel Group GmbH,2026-10-03,7209,Cold-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,320.0,304000.00,2.05,656.00,actual,0.00,CUS-DE-2026-000130,BL-HAM-2026-0130
IMP-2026-0183,NORD-STAHL-001,NordStahl Handel GmbH,2026-10-06,7213,Hot-rolled bars and rods,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,400.0,280000.00,0.52,208.00,actual,0.00,CUS-DE-2026-000131,BL-HAM-2026-0131
IMP-2026-0184,ALPINE-METAL-001,AlpineMetal AG,2026-10-07,7601 20 20,Unwrought aluminium alloy slabs,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,170.0,408000.00,2.50,425.00,actual,85.00,CUS-AT-2026-000053,BL-VIE-2026-0053
IMP-2026-0185,EURO-GROUP-001,EuroSteel Group GmbH,2026-10-08,7208,Hot-rolled flat steel >=600mm,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,490.0,343000.00,0.60,294.00,actual,0.00,CUS-DE-2026-000132,BL-HAM-2026-0132
IMP-2026-0186,NORD-STAHL-001,NordStahl Handel GmbH,2026-10-09,7214,Forged bars and rods,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,370.0,296000.00,2.50,925.00,actual,0.00,CUS-DE-2026-000133,BL-HAM-2026-0133
IMP-2026-0187,ALPINE-METAL-001,AlpineMetal AG,2026-10-10,2523 10 00,Cement clinkers,cement,TR,SUPP-TR-002,Cimsa Cimento,INST-TR-003-CK,clinker_kiln,610.0,73200.00,0.88,536.80,actual,0.00,CUS-AT-2026-000054,BL-VIE-2026-0054
IMP-2026-0188,EURO-GROUP-001,EuroSteel Group GmbH,2026-10-13,7225,Other alloy steel flat >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,210.0,231000.00,2.50,525.00,actual,8.50,CUS-DE-2026-000134,BL-HAM-2026-0134
IMP-2026-0189,EURO-GROUP-001,EuroSteel Group GmbH,2026-10-15,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,540.0,405000.00,1.95,1053.00,actual,0.00,CUS-DE-2026-000135,BL-HAM-2026-0135
IMP-2026-0190,NORD-STAHL-001,NordStahl Handel GmbH,2026-10-16,7216,Angles shapes and sections,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,360.0,252000.00,0.52,187.20,actual,0.00,CUS-DE-2026-000136,BL-HAM-2026-0136
IMP-2026-0191,ALPINE-METAL-001,AlpineMetal AG,2026-10-17,7608 20,Aluminium alloy tubes pipes,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,70.0,154000.00,2.80,196.00,actual,85.00,CUS-AT-2026-000055,BL-VIE-2026-0055
IMP-2026-0192,EURO-GROUP-001,EuroSteel Group GmbH,2026-10-20,7207,Semi-finished products steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,610.0,396500.00,1.85,1128.50,actual,0.00,CUS-DE-2026-000137,BL-HAM-2026-0137
IMP-2026-0193,NORD-STAHL-001,NordStahl Handel GmbH,2026-10-21,7208,Hot-rolled flat steel >=600mm,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,400.0,300000.00,2.50,1000.00,actual,0.00,CUS-DE-2026-000138,BL-HAM-2026-0138
IMP-2026-0194,ALPINE-METAL-001,AlpineMetal AG,2026-10-22,2523 29 00,Other Portland cement,cement,IN,SUPP-IN-001,Rajasthan Cement Ltd,INST-IN-001-CK,clinker_kiln,700.0,105000.00,0.95,665.00,actual,0.00,CUS-AT-2026-000056,BL-VIE-2026-0056
IMP-2026-0195,EURO-GROUP-001,EuroSteel Group GmbH,2026-10-23,7210,Coated flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,300.0,270000.00,2.05,615.00,actual,0.00,CUS-DE-2026-000139,BL-HAM-2026-0139
IMP-2026-0196,EURO-GROUP-001,EuroSteel Group GmbH,2026-10-27,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,500.0,375000.00,1.95,975.00,actual,0.00,CUS-DE-2026-000140,BL-HAM-2026-0140
IMP-2026-0197,NORD-STAHL-001,NordStahl Handel GmbH,2026-10-28,7213,Hot-rolled bars and rods,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,350.0,245000.00,0.60,210.00,actual,0.00,CUS-DE-2026-000141,BL-HAM-2026-0141
IMP-2026-0198,ALPINE-METAL-001,AlpineMetal AG,2026-10-29,7601 10 00,Unwrought aluminium not alloyed,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,190.0,456000.00,2.50,475.00,actual,85.00,CUS-AT-2026-000057,BL-VIE-2026-0057
IMP-2026-0199,EURO-GROUP-001,EuroSteel Group GmbH,2026-10-30,7304,Seamless tubes and pipes,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,200.0,260000.00,2.10,420.00,actual,0.00,CUS-DE-2026-000142,BL-HAM-2026-0142
IMP-2026-0200,EURO-GROUP-001,EuroSteel Group GmbH,2026-10-31,7208,Hot-rolled flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,370.0,296000.00,2.15,795.50,actual,8.50,CUS-DE-2026-000143,BL-HAM-2026-0143
IMP-2026-0201,NORD-STAHL-001,NordStahl Handel GmbH,2026-11-03,7308,Structures and parts steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,300.0,240000.00,0.55,165.00,actual,0.00,CUS-DE-2026-000144,BL-HAM-2026-0144
IMP-2026-0202,ALPINE-METAL-001,AlpineMetal AG,2026-11-04,7604 29 10,Aluminium alloy bars and rods,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,85.0,178500.00,12.50,1062.50,actual,8.50,CUS-AT-2026-000058,BL-VIE-2026-0058
IMP-2026-0203,EURO-GROUP-001,EuroSteel Group GmbH,2026-11-05,7208,Hot-rolled flat steel >=600mm,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,460.0,322000.00,0.60,276.00,actual,0.00,CUS-DE-2026-000145,BL-HAM-2026-0145
IMP-2026-0204,EURO-GROUP-001,EuroSteel Group GmbH,2026-11-07,7207,Semi-finished products steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,570.0,370500.00,1.85,1054.50,actual,0.00,CUS-DE-2026-000146,BL-HAM-2026-0146
IMP-2026-0205,NORD-STAHL-001,NordStahl Handel GmbH,2026-11-10,7214,Forged bars and rods,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,340.0,272000.00,2.50,850.00,actual,0.00,CUS-DE-2026-000147,BL-HAM-2026-0147
IMP-2026-0206,ALPINE-METAL-001,AlpineMetal AG,2026-11-11,2523 10 00,Cement clinkers,cement,IN,SUPP-IN-001,Rajasthan Cement Ltd,INST-IN-001-CK,clinker_kiln,680.0,95200.00,0.95,646.00,actual,0.00,CUS-AT-2026-000059,BL-VIE-2026-0059
IMP-2026-0207,EURO-GROUP-001,EuroSteel Group GmbH,2026-11-12,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,530.0,397500.00,1.95,1033.50,actual,0.00,CUS-DE-2026-000148,BL-HAM-2026-0148
IMP-2026-0208,NORD-STAHL-001,NordStahl Handel GmbH,2026-11-13,7213,Hot-rolled bars and rods,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,410.0,287000.00,0.52,213.20,actual,0.00,CUS-DE-2026-000149,BL-HAM-2026-0149
IMP-2026-0209,ALPINE-METAL-001,AlpineMetal AG,2026-11-14,7606,Aluminium plates sheets strip,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,135.0,351000.00,2.80,378.00,actual,85.00,CUS-AT-2026-000060,BL-VIE-2026-0060
IMP-2026-0210,EURO-GROUP-001,EuroSteel Group GmbH,2026-11-17,7210,Coated flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,260.0,260000.00,2.25,585.00,actual,8.50,CUS-DE-2026-000150,BL-HAM-2026-0150
IMP-2026-0211,EURO-GROUP-001,EuroSteel Group GmbH,2026-11-19,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,510.0,382500.00,1.95,994.50,actual,0.00,CUS-DE-2026-000151,BL-HAM-2026-0151
IMP-2026-0212,NORD-STAHL-001,NordStahl Handel GmbH,2026-11-20,7216,Angles shapes and sections,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,370.0,259000.00,0.52,192.40,actual,0.00,CUS-DE-2026-000152,BL-HAM-2026-0152
IMP-2026-0213,ALPINE-METAL-001,AlpineMetal AG,2026-11-21,2523 29 00,Other Portland cement,cement,TR,SUPP-TR-002,Cimsa Cimento,INST-TR-003-CK,clinker_kiln,540.0,81000.00,0.88,475.20,actual,0.00,CUS-AT-2026-000061,BL-VIE-2026-0061
IMP-2026-0214,EURO-GROUP-001,EuroSteel Group GmbH,2026-11-24,7208,Hot_rolled flat steel >=600mm,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,470.0,329000.00,0.60,282.00,actual,0.00,CUS-DE-2026-000153,BL-HAM-2026-0153
IMP-2026-0215,NORD-STAHL-001,NordStahl Handel GmbH,2026-11-25,7219,Stainless steel flat >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-002-EAF,eaf,85.0,170000.00,0.65,55.25,actual,8.50,CUS-DE-2026-000154,BL-HAM-2026-0154
IMP-2026-0216,ALPINE-METAL-001,AlpineMetal AG,2026-11-26,7601 20 80,Unwrought aluminium alloy,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,95.0,209000.00,12.50,1187.50,actual,8.50,CUS-AT-2026-000062,BL-VIE-2026-0062
IMP-2026-0217,EURO-GROUP-001,EuroSteel Group GmbH,2026-11-27,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,500.0,375000.00,1.95,975.00,actual,0.00,CUS-DE-2026-000155,BL-HAM-2026-0155
IMP-2026-0218,EURO-GROUP-001,EuroSteel Group GmbH,2026-12-01,7304,Seamless tubes and pipes,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,185.0,240500.00,2.30,425.50,actual,8.50,CUS-DE-2026-000156,BL-HAM-2026-0156
IMP-2026-0219,NORD-STAHL-001,NordStahl Handel GmbH,2026-12-02,7213,Hot-rolled bars and rods,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,380.0,285000.00,2.50,950.00,actual,0.00,CUS-DE-2026-000157,BL-HAM-2026-0157
IMP-2026-0220,ALPINE-METAL-001,AlpineMetal AG,2026-12-03,7604 21 00,Aluminium alloy hollow profiles,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,105.0,220500.00,2.80,294.00,actual,85.00,CUS-AT-2026-000063,BL-VIE-2026-0063
IMP-2026-0221,EURO-GROUP-001,EuroSteel Group GmbH,2026-12-04,7207,Semi-finished products steel,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,400.0,260000.00,0.60,240.00,actual,0.00,CUS-DE-2026-000158,BL-HAM-2026-0158
IMP-2026-0222,EURO-GROUP-001,EuroSteel Group GmbH,2026-12-05,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,540.0,405000.00,1.95,1053.00,actual,0.00,CUS-DE-2026-000159,BL-HAM-2026-0159
IMP-2026-0223,NORD-STAHL-001,NordStahl Handel GmbH,2026-12-08,7217,Wire of iron or non-alloy steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,280.0,224000.00,0.55,154.00,actual,0.00,CUS-DE-2026-000160,BL-HAM-2026-0160
IMP-2026-0224,ALPINE-METAL-001,AlpineMetal AG,2026-12-09,2523 10 00,Cement clinkers,cement,TR,SUPP-TR-002,Cimsa Cimento,INST-TR-003-CK,clinker_kiln,590.0,70800.00,0.88,519.20,actual,0.00,CUS-AT-2026-000064,BL-VIE-2026-0064
IMP-2026-0225,EURO-GROUP-001,EuroSteel Group GmbH,2026-12-10,7210,Coated flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,330.0,297000.00,2.05,676.50,actual,0.00,CUS-DE-2026-000161,BL-HAM-2026-0161
IMP-2026-0226,NORD-STAHL-001,NordStahl Handel GmbH,2026-12-11,7214,Forged bars and rods,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,340.0,238000.00,0.52,176.80,actual,0.00,CUS-DE-2026-000162,BL-HAM-2026-0162
IMP-2026-0227,ALPINE-METAL-001,AlpineMetal AG,2026-12-12,7607,Aluminium foil <=0.2mm,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,48.0,144000.00,13.00,624.00,actual,8.50,CUS-AT-2026-000065,BL-VIE-2026-0065
IMP-2026-0228,EURO-GROUP-001,EuroSteel Group GmbH,2026-12-15,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,520.0,390000.00,1.95,1014.00,actual,0.00,CUS-DE-2026-000163,BL-HAM-2026-0163
IMP-2026-0229,EURO-GROUP-001,EuroSteel Group GmbH,2026-12-17,7209,Cold-rolled flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,310.0,294500.00,2.15,666.50,actual,8.50,CUS-DE-2026-000164,BL-HAM-2026-0164
IMP-2026-0230,NORD-STAHL-001,NordStahl Handel GmbH,2026-12-18,7213,Hot-rolled bars and rods,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,330.0,231000.00,0.60,198.00,actual,0.00,CUS-DE-2026-000165,BL-HAM-2026-0165
IMP-2026-0231,ALPINE-METAL-001,AlpineMetal AG,2026-12-19,7601 10 00,Unwrought aluminium not alloyed,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,200.0,480000.00,2.50,500.00,actual,85.00,CUS-AT-2026-000066,BL-VIE-2026-0066
IMP-2026-0232,EURO-GROUP-001,EuroSteel Group GmbH,2026-12-22,7225,Other alloy steel flat >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,250.0,275000.00,2.20,550.00,actual,0.00,CUS-DE-2026-000166,BL-HAM-2026-0166
IMP-2026-0233,NORD-STAHL-001,NordStahl Handel GmbH,2026-12-23,7216,Angles shapes and sections,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,290.0,203000.00,2.50,725.00,actual,0.00,CUS-DE-2026-000167,BL-HAM-2026-0167
IMP-2026-0234,ALPINE-METAL-001,AlpineMetal AG,2026-12-24,2523 29 00,Other Portland cement,cement,IN,SUPP-IN-001,Rajasthan Cement Ltd,INST-IN-001-CK,clinker_kiln,660.0,99000.00,0.95,627.00,actual,0.00,CUS-AT-2026-000067,BL-VIE-2026-0067
IMP-2026-0235,EURO-GROUP-001,EuroSteel Group GmbH,2026-12-29,7208,Hot-rolled flat steel >=600mm,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,480.0,336000.00,0.60,288.00,actual,0.00,CUS-DE-2026-000168,BL-HAM-2026-0168
IMP-2026-0236,EURO-GROUP-001,EuroSteel Group GmbH,2026-12-30,7207,Semi-finished products steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,600.0,390000.00,1.85,1110.00,actual,0.00,CUS-DE-2026-000169,BL-HAM-2026-0169
IMP-2026-0237,NORD-STAHL-001,NordStahl Handel GmbH,2026-12-30,7308,Structures and parts steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,310.0,248000.00,0.55,170.50,actual,0.00,CUS-DE-2026-000170,BL-HAM-2026-0170
IMP-2026-0238,ALPINE-METAL-001,AlpineMetal AG,2026-12-31,7616 99 90,Other articles of aluminium,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,60.0,120000.00,13.00,780.00,actual,8.50,CUS-AT-2026-000068,BL-VIE-2026-0068
IMP-2026-0239,EURO-GROUP-001,EuroSteel Group GmbH,2026-12-31,7210,Coated flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,350.0,315000.00,2.05,717.50,actual,0.00,CUS-DE-2026-000171,BL-HAM-2026-0171
IMP-2026-0240,NORD-STAHL-001,NordStahl Handel GmbH,2026-12-31,7213,Hot-rolled bars and rods,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,390.0,273000.00,0.52,202.80,actual,0.00,CUS-DE-2026-000172,BL-HAM-2026-0172
IMP-2026-0292,NORD-STAHL-001,NordStahl Handel GmbH,2026-01-03,7216,Angles shapes and sections,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,270.0,194400.00,0.57,153.9,actual,0.00,CUS-DE-2026-000216,BL-HAM-2026-0216
IMP-2026-0443,ALPINE-METAL-001,AlpineMetal AG,2026-01-06,7607,Aluminium foil <=0.2mm,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,40.0,140000.00,14.88,595.2,actual,8.50,CUS-AT-2026-000119,BL-VIE-2026-0119
IMP-2026-0325,NORD-STAHL-001,NordStahl Handel GmbH,2026-01-07,7208,Hot-rolled flat steel >=600mm,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,420.0,327600.00,2.37,995.4,eu_default,0.00,CUS-DE-2026-000240,BL-HAM-2026-0240
IMP-2026-0331,ALPINE-METAL-001,AlpineMetal AG,2026-01-09,7604 21 00,Aluminium alloy hollow profiles,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,90.0,189000.00,2.72,244.8,actual,85.00,CUS-AT-2026-000089,BL-VIE-2026-0089
IMP-2026-0424,NORD-STAHL-001,NordStahl Handel GmbH,2026-01-09,7228,Other bars and rods of alloy steel,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-002-EAF,eaf,190.0,171000.00,0.63,119.7,actual,8.50,CUS-DE-2026-000313,BL-HAM-2026-0313
IMP-2026-0491,NORD-STAHL-001,NordStahl Handel GmbH,2026-01-09,7213,Hot-rolled bars and rods,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,290.0,203000.00,0.58,168.2,country_default,0.00,CUS-DE-2026-000364,BL-HAM-2026-0364
IMP-2026-0387,EURO-GROUP-001,EuroSteel Group GmbH,2026-01-11,7210,Coated flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,280.0,280000.00,2.3,644.0,actual,8.50,CUS-DE-2026-000287,BL-HAM-2026-0287
IMP-2026-0340,ALPINE-METAL-001,AlpineMetal AG,2026-01-12,2523 29 00,Other Portland cement,cement,TR,SUPP-TR-002,Cimsa Cimento,INST-TR-003-CK,clinker_kiln,480.0,67200.00,0.86,412.8,actual,0.00,CUS-AT-2026-000091,BL-VIE-2026-0091
IMP-2026-0286,ALPINE-METAL-001,AlpineMetal AG,2026-01-15,7601 20 00,Unwrought aluminium alloys,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,140.0,364000.00,2.82,394.8,actual,85.00,CUS-AT-2026-000077,BL-VIE-2026-0077
IMP-2026-0243,EURO-GROUP-001,EuroSteel Group GmbH,2026-01-18,7304,Seamless tubes and pipes,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,150.0,195000.00,2.13,319.5,actual,0.00,CUS-DE-2026-000176,BL-HAM-2026-0176
IMP-2026-0263,NORD-STAHL-001,NordStahl Handel GmbH,2026-01-20,7209,Cold-rolled flat steel >=600mm,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,240.0,228000.00,2.33,559.2,actual,0.00,CUS-DE-2026-000192,BL-HAM-2026-0192
IMP-2026-0393,EURO-GROUP-001,EuroSteel Group GmbH,2026-01-20,7225,Other alloy steel flat >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,160.0,176000.00,2.23,356.8,actual,0.00,CUS-DE-2026-000291,BL-HAM-2026-0291
IMP-2026-0273,EURO-GROUP-001,EuroSteel Group GmbH,2026-01-22,7306,Other tubes pipes and hollow profiles,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,180.0,216000.00,2.33,419.4,actual,8.50,CUS-DE-2026-000200,BL-HAM-2026-0200
IMP-2026-0289,NORD-STAHL-001,NordStahl Handel GmbH,2026-01-22,7209,Cold-rolled flat steel >=600mm,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,320.0,304000.00,2.4,768.0,actual,0.00,CUS-DE-2026-000213,BL-HAM-2026-0213
IMP-2026-0334,EURO-GROUP-001,EuroSteel Group GmbH,2026-01-25,7211,Flat rolled iron <600mm uncoated,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,210.0,163800.00,0.57,119.7,actual,0.00,CUS-DE-2026-000247,BL-HAM-2026-0247
IMP-2026-0253,NORD-STAHL-001,NordStahl Handel GmbH,2026-01-26,7216,Angles shapes and sections,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,250.0,175000.00,2.44,610.0,actual,0.00,CUS-DE-2026-000185,BL-HAM-2026-0185
IMP-2026-0471,NORD-STAHL-001,NordStahl Handel GmbH,2026-01-26,7228,Other bars and rods of alloy steel,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-002-EAF,eaf,160.0,144000.00,0.64,102.4,actual,8.50,CUS-DE-2026-000351,BL-HAM-2026-0351
IMP-2026-0341,NORD-STAHL-001,NordStahl Handel GmbH,2026-01-28,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,380.0,285000.00,1.95,741.0,actual,0.00,CUS-DE-2026-000252,BL-HAM-2026-0252
IMP-2026-0294,EURO-GROUP-001,EuroSteel Group GmbH,2026-02-03,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,590.0,442500.00,1.99,1174.1,actual,0.00,CUS-DE-2026-000218,BL-HAM-2026-0218
IMP-2026-0436,ALPINE-METAL-001,AlpineMetal AG,2026-02-03,2523 10 00,Cement clinkers,cement,TR,SUPP-TR-002,Cimsa Cimento,INST-TR-003-CK,clinker_kiln,600.0,72000.00,0.84,504.0,actual,0.00,CUS-AT-2026-000116,BL-VIE-2026-0116
IMP-2026-0257,EURO-GROUP-001,EuroSteel Group GmbH,2026-02-05,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,510.0,382500.00,2.01,1025.1,actual,0.00,CUS-DE-2026-000188,BL-HAM-2026-0188
IMP-2026-0415,EURO-GROUP-001,EuroSteel Group GmbH,2026-02-05,7210,Coated flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,190.0,190000.00,2.15,408.5,actual,8.50,CUS-DE-2026-000305,BL-HAM-2026-0305
IMP-2026-0274,EURO-GROUP-001,EuroSteel Group GmbH,2026-02-08,7210,Coated flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,240.0,216000.00,2.06,494.4,actual,0.00,CUS-DE-2026-000201,BL-HAM-2026-0201
IMP-2026-0344,EURO-GROUP-001,EuroSteel Group GmbH,2026-02-09,7209,Cold-rolled flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,380.0,361000.00,2.09,794.2,actual,8.50,CUS-DE-2026-000254,BL-HAM-2026-0254
IMP-2026-0435,EURO-GROUP-001,EuroSteel Group GmbH,2026-02-11,7306,Other tubes pipes and hollow profiles,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,150.0,180000.00,2.34,351.0,actual,8.50,CUS-DE-2026-000322,BL-HAM-2026-0322
IMP-2026-0498,NORD-STAHL-001,NordStahl Handel GmbH,2026-02-12,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,350.0,262500.00,1.98,693.0,actual,0.00,CUS-DE-2026-000371,BL-HAM-2026-0371
